label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
a,0.0,0.0,0.0,-0.19537323531393763,-0.008735968816082735,-0.07968075850663327,-0.37278839816851167,-0.301974758339992,-0.09419421285241593,-0.4342596889901327,-0.6446170712525269,-0.10711701965710763,-0.4299136064161789,-0.897922017645826,-0.09439460389812379,-0.32064428253409477,-0.6990102046343257,0.034728804158941785,-0.35574433362188657,-0.9079202049067907,-0.05300935717855567,-0.3214198651294302,-0.6274404505074372,-0.08341156774308688,-0.2978748208883489,-0.5926432316419474,-0.09215825485869449,-0.20888881418458943,-0.736641706924759,0.039121244720364816,-0.2541969808973288,-0.910824846184375,-0.05577648571515726,-0.23524817253129923,-0.5671614497257847,-0.055981913824832155,-0.21304930376576872,-0.6094104455537666,-0.026821243349776487,-0.09799123924480083,-0.7328637121192787,0.016700284378661025,-0.13433883598012833,-0.8851366430606682,-0.0830550277144011,-0.13604445920335126,-0.5540553492630246,-0.03922748940313889,-0.11334170510456479,-0.5779384404400388,0.01911375152837327,0.018437336122926314,-0.7269014030239821,-0.015290768704482729,-0.02894477681373702,-0.7945256777317795,-0.05988736513701652,-0.04715149950715329,-0.5699908660764866,-0.02514825591711436,-0.024837252452246564,-0.5725022048105707,0.0159278902090294
a,0.0,0.0,0.0,-0.1905517985795984,-0.010622080555653583,-0.08009116414941145,-0.3673461242453181,-0.30374811020912945,-0.0957521071257001,-0.4316694489180637,-0.644417698308278,-0.10977360205697269,-0.42973675450260235,-0.8975714867541104,-0.09844667589911882,-0.31722003110849833,-0.6966664042192895,0.032947166910804224,-0.3527540045182676,-0.9021678660229725,-0.05443802615345378,-0.31946838048579723,-0.6229658694589199,-0.08397002475923845,-0.29794903299750347,-0.5957946936098438,-0.09274798917693015,-0.20796280373282908,-0.7345411657738593,0.036935745308901514,-0.25363678455590444,-0.9066586009861185,-0.05886240949935456,-0.2338402628219853,-0.5620305463108901,-0.05854094605313437,-0.2129488173765371,-0.609514821829632,-0.028964853551772494,-0.09870657032240178,-0.7293566430718297,0.014239148050444937,-0.13561846354758772,-0.8786223913864738,-0.0856311625457843,-0.13577025623953748,-0.5488174113620156,-0.04169174425415926,-0.1133809051744653,-0.5797990949611549,0.016204399264925083,0.01563265934034128,-0.7225382545045804,-0.018071096558893,-0.031063117751462303,-0.7840769145544759,-0.06278641121813869,-0.04742335964891356,-0.5611412314094109,-0.028725196994840944,-0.02424039833565877,-0.5701211393903226,0.011345153906997224
a,0.0,0.0,0.0,-0.19434237143878133,-0.016042267036746948,-0.08040650525097108,-0.36823677149938955,-0.3075563909543377,-0.09598124004535295,-0.433456469918831,-0.642899720999864,-0.11044377146980669,-0.4368317347920954,-0.8940136749626346,-0.0995870697346457,-0.317830322317199,-0.6932186766967896,0.03548382972642415,-0.355604979264795,-0.9019368299464967,-0.0538616061424851,-0.3230975009750807,-0.6220137862808744,-0.08438072856243235,-0.3006198224286138,-0.5905325676086088,-0.09268003468800673,-0.2091199148326528,-0.7294167506313591,0.039133089570080354,-0.25496324224486755,-0.9001681154905238,-0.058694833053561,-0.23673852637648146,-0.5554005681406532,-0.059772149724582106,-0.21522150504474627,-0.602416662480056,-0.030144471239259313,-0.1005472298868558,-0.7237803282121807,0.01569501726345518,-0.13810935205243155,-0.8684059258364273,-0.08589655319464888,-0.13868546300156123,-0.5400233224368478,-0.04262165991726193,-0.11568126495510266,-0.5744264692923284,0.01602294182783266,0.013186933085231552,-0.7159202960585787,-0.017443616270028085,-0.03354096408975167,-0.7741672950393528,-0.0623174795574811,-0.05042373534446157,-0.5521740067698757,-0.027715464349244805,-0.02684370972858265,-0.5626075517540343,0.013486478680371077
a,0.0,0.0,0.0,-0.19260989759048258,-0.022201721363180917,-0.07810012104931481,-0.36288352134274116,-0.3166161890483919,-0.09442612337043094,-0.42631755382642994,-0.6473356871819906,-0.10993852128717907,-0.43315573298564247,-0.8956667062639024,-0.1007832440043635,-0.3093841342600913,-0.7011392951587887,0.0303307054174595,-0.34629387674720574,-0.9065430782449764,-0.05887817050864007,-0.3168755825750702,-0.6275303651036649,-0.08879304037171827,-0.29565260379708785,-0.5989136152258501,-0.09703337665808318,-0.20183842398807875,-0.7326238705925434,0.03179690823843181,-0.24768816507588728,-0.905763912448074,-0.06541916163875391,-0.2324900689330206,-0.5610001478686834,-0.0657754142987154,-0.2107553403650207,-0.6100722518394542,-0.036170936130075874,-0.09385246252157366,-0.7234981586123311,0.00697267427166302,-0.1316058321377764,-0.8690564209093246,-0.09364299031632115,-0.13408857864380208,-0.5424646295872603,-0.04966919010996818,-0.11076539899490616,-0.5797759886931357,0.008824144169429353,0.019986953845107236,-0.7140023569531169,-0.027264544860115453,-0.028373964292616814,-0.7784306843739836,-0.0716561122045926,-0.04660343199142346,-0.5580118443643786,-0.0358847306300757,-0.02240467603787984,-0.5687898354039722,0.005860229180884029
a,0.0,0.0,0.0,-0.1917477606408448,-0.03310741118463894,-0.08049457642561382,-0.3617624955373898,-0.3197218473890341,-0.09984134488247548,-0.4272585259659141,-0.6441533640603061,-0.11871249470440677,-0.43776116266860193,-0.8919670360861504,-0.11296004158427932,-0.30506907626800045,-0.7038050447851205,0.030931494670598254,-0.341000692951058,-0.9117382946559588,-0.05996330283323349,-0.31183473691174324,-0.6347382256824728,-0.09140244363541469,-0.28902338325009164,-0.5997989030937065,-0.0999456145158756,-0.1978187104139177,-0.732476568853502,0.03334484316188055,-0.2401945334563451,-0.901970900625041,-0.06452725626533745,-0.22664865152183225,-0.5640630851113003,-0.06648939095616009,-0.206025455094703,-0.6130076500470478,-0.03831827974948295,-0.09008812322037545,-0.7226409217896436,0.00894900080950452,-0.12514232091381422,-0.8643424085384126,-0.09195502194018007,-0.130585342783833,-0.5463301071159876,-0.04966806784679694,-0.1086200467182028,-0.582021963144869,0.007682900485663595,0.023143728431294915,-0.7106416885831216,-0.02506528864257673,-0.024487508144452826,-0.7755567631958771,-0.06940138035540697,-0.04492519632820491,-0.5620217944030442,-0.03475825624122822,-0.021786228108438162,-0.5699812880968075,0.006219819064879544
a,0.0,0.0,0.0,-0.18869040478152746,-0.023710250658638042,-0.08292364283379125,-0.3608247008115918,-0.3132498472525341,-0.10345639028608612,-0.4258727633032091,-0.6422422852595866,-0.1234105104761639,-0.43450944722610935,-0.8927382287966186,-0.11924762100913128,-0.30804017742773016,-0.701284834387798,0.026104457388784953,-0.347644624852089,-0.911073824547198,-0.06797173763351792,-0.314420023143924,-0.6343148329877923,-0.09968699517174776,-0.286970673927529,-0.592481572991868,-0.10736175902217646,-0.20041413354005977,-0.7345950621570974,0.028332389758241643,-0.2430871767638524,-0.9040836114807473,-0.07285892341074694,-0.22598872268109277,-0.5633447002926737,-0.07412363740962176,-0.20375791572675742,-0.605694955799164,-0.044414400086213765,-0.09213152929546797,-0.7268526635766361,0.0033836586993890977,-0.12679712747982771,-0.8676920425854803,-0.10268473470143115,-0.1305718566189448,-0.5423456129611686,-0.06003727455192789,-0.11067013486039792,-0.5709925299585762,-0.0010164827820593437,0.02119653426852869,-0.7133021281536238,-0.031213089250838662,-0.02611299116688252,-0.7779141033125069,-0.08049550849471078,-0.0443738753624755,-0.5566058729484678,-0.04626518785714529,-0.023681098364797905,-0.5570249899845463,-0.004500103365424035
a,0.0,0.0,0.0,-0.1891180347132768,-0.014850179549839335,-0.08370858996473074,-0.36281249290746165,-0.30916292912498355,-0.10322470858854321,-0.4276276165293932,-0.6405352527980388,-0.12217159216853236,-0.4409925346739869,-0.889885746369369,-0.11674306305063034,-0.31693400468354815,-0.7035406817395394,0.023937606379519652,-0.3609821765578069,-0.9201799809014879,-0.07306498927637466,-0.32345417551523425,-0.637493055366391,-0.10560010291377679,-0.29542474444683414,-0.5889726305822236,-0.11243458414395884,-0.2063239535598707,-0.7376365353136825,0.026057006489342425,-0.25070164252360255,-0.9063550133653547,-0.07859037937706345,-0.23111191599714376,-0.5631532982716845,-0.08120497253476575,-0.2106861526309006,-0.6033363392268304,-0.05109155352420097,-0.09569428320922331,-0.7297324929504347,0.0008714125637722532,-0.1321240371595886,-0.8658952983481218,-0.10839543103963778,-0.13295534820017585,-0.5361066902302526,-0.06611161123457375,-0.11502423398587584,-0.5684658125994477,-0.006107610756268269,0.018606473881381754,-0.7166788331256888,-0.033906630025081826,-0.02907812887205565,-0.7810829554235057,-0.08454453730074246,-0.044291335723856864,-0.5554164489557901,-0.049715057103507654,-0.023024809718632164,-0.55875973707871,-0.006816623841875075
a,0.0,0.0,0.0,-0.1895464972193162,-0.01087696611870606,-0.0799390996925596,-0.3662816865031222,-0.3077041505890044,-0.0966795934230768,-0.43386885342517867,-0.6401905622695604,-0.11340866146660866,-0.4528030340738591,-0.8852903690002449,-0.1059734631354363,-0.3221377261443526,-0.6924277235740062,0.02671965232905587,-0.3634702837628333,-0.9105301613810294,-0.06841327150893799,-0.32551843398104424,-0.6281690122130423,-0.0989650546978836,-0.2989190028422137,-0.5893958804521063,-0.10520326387337814,-0.21313372141824177,-0.7288430973509904,0.026787349524443935,-0.2541426891867317,-0.903116815800792,-0.07777638808171172,-0.2338885268101086,-0.5569847871230948,-0.07889249776809969,-0.21411327165364527,-0.6009866011398423,-0.04776222844844538,-0.10415389956348255,-0.724514003514893,-0.0002127678792880768,-0.13782797213796505,-0.8618175096304198,-0.1101984392743044,-0.13680307901877725,-0.5275797110704877,-0.06756221077079783,-0.11892963395932363,-0.5609205494355713,-0.0072328437699851235,0.009431175881469798,-0.7169248283075366,-0.03641047555417738,-0.03580173341643682,-0.7805835021730883,-0.08740526433444339,-0.04903955235084498,-0.5510097466056277,-0.05241230311939512,-0.02726618744895388,-0.554645382211151,-0.009535632503952344
a,0.0,0.0,0.0,-0.18867469081921032,-0.027330812066239465,-0.07972351647428363,-0.36043575039366194,-0.31729707670102003,-0.098564489714501,-0.4262479490315685,-0.6444212837081478,-0.11689716620988722,-0.44243307492511,-0.8899031454046987,-0.11101966497488434,-0.31016902493416654,-0.7010264514241582,0.023746773310759584,-0.3515266202192933,-0.9144070634082516,-0.06853675123343529,-0.31889354866074293,-0.634222783889075,-0.0988645650512208,-0.2936583935906239,-0.5987920763769703,-0.10644592880560214,-0.2029082217576655,-0.7334501873222838,0.02499802698973542,-0.2503099529140811,-0.9034406640271401,-0.0756553543203894,-0.23133962756054752,-0.5581317154910398,-0.0755467596493629,-0.20663039958234725,-0.603078281533964,-0.04540815306311515,-0.09508727316013782,-0.7228934014690226,-2.939307171618349e-05,-0.13356449027153547,-0.8628157435534999,-0.1037005189362849,-0.13353530404964933,-0.5337791920276155,-0.05796015595094127,-0.10815177370373469,-0.5655997939315915,0.002278622396576474,0.01716264866498928,-0.7093816184806583,-0.03457324219441253,-0.03118468732563897,-0.770429777437243,-0.08122292268006129,-0.048537118320134215,-0.5487737213524913,-0.04483726049880772,-0.02409056633890924,-0.5560370649163637,-0.0022347707478827424
a,0.0,0.0,0.0,-0.1898408007768328,-0.007050224344410044,-0.0791564710357372,-0.36537340212902714,-0.30695959137487144,-0.09562429501963407,-0.42940609682399544,-0.6431419188196337,-0.11126091727301907,-0.4524320925222692,-0.8858591130344675,-0.1027561847759407,-0.31561008913248484,-0.6897576708246178,0.01895712331020663,-0.3542654603857212,-0.9199746174775665,-0.07604887531490474,-0.3212854286490366,-0.6367690168115555,-0.10746712607638996,-0.2941893545999446,-0.584162757159133,-0.11411555623283749,-0.20562768811097018,-0.7223657174233341,0.020697399412973893,-0.24941408327856196,-0.8965720826064055,-0.08088292916648157,-0.23121211171210349,-0.5526147886887314,-0.08128344930896086,-0.20676041393917943,-0.5890617421514367,-0.05121987032749014,-0.09663835584682234,-0.7139682938919211,-0.0037340935007851924,-0.13414553201037932,-0.8584673881469981,-0.10871824777670377,-0.13503653255655082,-0.5292421803327509,-0.0644881685285236,-0.11047134534200018,-0.5560193273649917,-0.004999904843868055,0.01727020156482366,-0.704941835251569,-0.03731827890451061,-0.0302935848522195,-0.770461964494531,-0.08510562190178018,-0.04776083878511581,-0.5458372281492994,-0.04958174149902448,-0.02436958057184904,-0.5468751143931684,-0.007364708329046514
a,0.0,0.0,0.0,-0.19317835269531233,-0.020367398480657977,-0.07951904404926463,-0.36603069675877126,-0.3105208734922536,-0.09683813585493428,-0.43366106298901685,-0.6397626055424093,-0.1140416091419815,-0.4513049950468602,-0.8859044435142427,-0.10722461661145499,-0.3185858579895234,-0.690952363339952,0.029988372979672287,-0.3569325469036685,-0.9028397181260609,-0.061842502215795195,-0.3244363418609969,-0.6233607282355843,-0.09220431413409495,-0.30079354044942064,-0.590395510097171,-0.09974445235416256,-0.2103863260505564,-0.7263908405165664,0.030987102935410137,-0.2537072699883927,-0.8980611307382982,-0.07003947973133377,-0.2370097714350714,-0.5544266536253718,-0.07149999887094256,-0.21624988796453418,-0.6032249260790532,-0.04196785671160613,-0.10211809845975411,-0.7195130835921244,0.005214821647573139,-0.13809033222824385,-0.8595621041861919,-0.10038298598299646,-0.14015551322588748,-0.5296683383026118,-0.05802025117723925,-0.11909267905646143,-0.5637725677142907,0.0006634707218322665,0.011086587174754612,-0.7100814436531642,-0.029866010138999397,-0.036404527744892806,-0.7682683134773441,-0.07805139306504846,-0.053266867119668326,-0.5444373285881962,-0.04377100080404685,-0.030073892884335908,-0.5518537284061085,-0.002296077637622891
a,0.0,0.0,0.0,-0.18809781882707013,-0.01637388627854536,-0.07932285448100367,-0.3587003764033757,-0.31265671141698903,-0.0972431156240714,-0.4226132860105413,-0.6455160016064652,-0.1146146413639332,-0.44224202101919635,-0.8903352066902054,-0.10828302993897851,-0.3099206370040696,-0.6946426928980607,0.02313098204697218,-0.3506022920579011,-0.9042091126325571,-0.06848039217027659,-0.32005873521104505,-0.6255439093169204,-0.09753218528629871,-0.29544456176005696,-0.5914210541150267,-0.1041767166201171,-0.20242450202131537,-0.7278123290490085,0.023927637798408504,-0.24917199191974373,-0.898648608258516,-0.07620245320376752,-0.23246668247015526,-0.5525947217889846,-0.07536518733004421,-0.2076985158668083,-0.5982705142447362,-0.04434847627792305,-0.09436415683327996,-0.7174906899839694,-0.0015451129382237712,-0.13229478389076976,-0.8553381419959291,-0.10571995518619332,-0.13547802796179942,-0.5242047685238568,-0.061506324836399895,-0.11179586535449958,-0.5570319101006507,-0.0020926517289942444,0.018381404852993898,-0.705447232058522,-0.03633412391173791,-0.03209197165334772,-0.7618358291918171,-0.0841054040694148,-0.05038538041927941,-0.539187540190757,-0.0493802088218187,-0.02617725427199011,-0.5478005166731102,-0.007878746472505258
